TimeStep,ship1_x,ship1_y,ship1_z,ship2_x,ship2_y,ship2_z,ship3_x,ship3_y,ship3_z,ship4_x,ship4_y,ship4_z
58,19.803969041953287,15.141273346062361,0.0,5.981705789245497,13.022616890673273,0.0,29.559160149738826,17.783276691703755,0.0,29.06538510251003,25.949466425601592,0.0
59,19.804942073237427,15.140131763774443,0.0,5.9805380120293865,13.023558323822005,0.0,29.560134972709353,17.784416744411367,0.0,29.06395329452288,25.949019294873587,0.0
60,19.805915104521567,15.138990181486525,0.0,5.979370234813276,13.024499756970737,0.0,29.56110979567988,17.78555679711898,0.0,29.062521486535726,25.94857216414558,0.0
61,19.806888135805707,15.137848599198607,0.0,5.978202457597165,13.02544119011947,0.0,29.562084618650406,17.78669684982659,0.0,29.061089678548573,25.948125033417575,0.0
62,19.807861167089847,15.13670701691069,0.0,5.977034680381054,13.026382623268201,0.0,29.563059441620933,17.787836902534202,0.0,29.05965787056142,25.94767790268957,0.0
63,19.808834198373987,15.135565434622771,0.0,5.975866903164944,13.027324056416933,0.0,29.56403426459146,17.788976955241814,0.0,29.058226062574267,25.947230771961564,0.0
64,19.809807229658126,15.134423852334853,0.0,5.974699125948833,13.028265489565666,0.0,29.565009087561986,17.790117007949426,0.0,29.056794254587114,25.94678364123356,0.0
65,19.810780260942266,15.133282270046935,0.0,5.973531348732722,13.029206922714398,0.0,29.565983910532513,17.79125706065704,0.0,29.05536244659996,25.946336510505553,0.0
66,19.811753292226406,15.132140687759017,0.0,5.9723635715166115,13.03014835586313,0.0,29.56695873350304,17.79239711336465,0.0,29.05393063861281,25.945889379777547,0.0
67,19.812726323510546,15.1309991054711,0.0,5.971195794300501,13.031089789011862,0.0,29.567933556473566,17.793537166072262,0.0,29.052498830625655,25.94544224904954,0.0
68,19.813699354794686,15.129857523183182,0.0,5.97002801708439,13.032031222160594,0.0,29.568908379444093,17.794677218779874,0.0,29.051067022638502,25.944995118321536,0.0
69,19.814672386078826,15.128715940895264,0.0,5.968860239868279,13.032972655309326,0.0,29.56988320241462,17.795817271487486,0.0,29.04963521465135,25.94454798759353,0.0
70,19.815645417362965,15.127574358607346,0.0,5.967692462652169,13.033914088458058,0.0,29.570858025385146,17.7969573241951,0.0,29.048203406664197,25.944100856865525,0.0
71,19.816618448647105,15.126432776319428,0.0,5.966524685436058,13.03485552160679,0.0,29.571832848355672,17.79809737690271,0.0,29.046771598677044,25.94365372613752,0.0
72,19.817591479931245,15.12529119403151,0.0,5.965356908219947,13.035796954755522,0.0,29.5728076713262,17.799237429610322,0.0,29.04533979068989,25.943206595409514,0.0
73,19.818564511215385,15.124149611743592,0.0,5.964189131003836,13.036738387904254,0.0,29.573782494296726,17.800377482317934,0.0,29.043907982702738,25.942759464681508,0.0
74,19.819537542499525,15.123008029455674,0.0,5.963021353787726,13.037679821052986,0.0,29.574757317267252,17.801517535025546,0.0,29.042476174715585,25.942312333953502,0.0
75,19.820510573783665,15.121866447167756,0.0,5.961853576571615,13.038621254201718,0.0,29.57573214023778,17.802657587733158,0.0,29.041044366728432,25.941865203225497,0.0
76,19.821483605067804,15.120724864879838,0.0,5.960685799355504,13.03956268735045,0.0,29.576706963208306,17.80379764044077,0.0,29.03961255874128,25.94141807249749,0.0
77,19.822456636351944,15.11958328259192,0.0,5.9595180221393935,13.040504120499183,0.0,29.577681786178832,17.804937693148382,0.0,29.038180750754126,25.940970941769486,0.0
78,19.823429667636084,15.118441700304002,0.0,5.958350244923283,13.041445553647915,0.0,29.57865660914936,17.806077745855994,0.0,29.036748942766973,25.94052381104148,0.0
79,19.824402698920224,15.117300118016084,0.0,5.957182467707172,13.042386986796647,0.0,29.579631432119886,17.807217798563606,0.0,29.03531713477982,25.940076680313474,0.0
80,19.825375730204364,15.116158535728166,0.0,5.956014690491061,13.043328419945379,0.0,29.580606255090412,17.808357851271218,0.0,29.033885326792667,25.93962954958547,0.0
81,19.826348761488504,15.115016953440248,0.0,5.954846913274951,13.04426985309411,0.0,29.58158107806094,17.80949790397883,0.0,29.032453518805514,25.939182418857463,0.0
82,19.827321792772644,15.11387537115233,0.0,5.95367913605884,13.045211286242843,0.0,29.582555901031466,17.810637956686442,0.0,29.03102171081836,25.938735288129458,0.0
83,19.828294824056783,15.112733788864412,0.0,5.952511358842729,13.046152719391575,0.0,29.583530724001992,17.811778009394054,0.0,29.02958990283121,25.938288157401452,0.0
84,19.829267855340923,15.111592206576494,0.0,5.9513435816266185,13.047094152540307,0.0,29.58450554697252,17.812918062101666,0.0,29.028158094844056,25.937841026673446,0.0
85,19.830240886625063,15.110450624288577,0.0,5.950175804410508,13.048035585689039,0.0,29.585480369943046,17.814058114809278,0.0,29.026726286856903,25.93739389594544,0.0
86,19.831213917909203,15.109309042000659,0.0,5.949008027194397,13.048977018837771,0.0,29.586455192913572,17.81519816751689,0.0,29.02529447886975,25.936946765217435,0.0
87,19.832186949193343,15.10816745971274,0.0,5.947840249978286,13.049918451986503,0.0,29.5874300158841,17.8163382202245,0.0,29.023862670882597,25.93649963448943,0.0
88,19.833159980477483,15.107025877424823,0.0,5.946672472762176,13.050859885135235,0.0,29.588404838854625,17.817478272932114,0.0,29.022430862895444,25.936052503761424,0.0
89,19.834133011761622,15.105884295136905,0.0,5.945504695546065,13.051801318283967,0.0,29.589379661825152,17.818618325639726,0.0,29.02099905490829,25.935605373033418,0.0
90,19.835106043045762,15.104742712848987,0.0,5.944336918329954,13.0527427514327,0.0,29.59035448479568,17.819758378347338,0.0,29.019567246921138,25.935158242305413,0.0
91,19.836079074329902,15.103601130561069,0.0,5.943169141113843,13.053684184581432,0.0,29.591329307766205,17.82089843105495,0.0,29.018135438933985,25.934711111577407,0.0
92,19.837052105614042,15.102459548273151,0.0,5.942001363897733,13.054625617730164,0.0,29.592304130736732,17.82203848376256,0.0,29.016703630946832,25.9342639808494,0.0
93,19.83802513689818,15.101317965985233,0.0,5.940833586681622,13.055567050878896,0.0,29.59327895370726,17.823178536470174,0.0,29.01527182295968,25.933816850121396,0.0
94,19.83899816818232,15.100176383697315,0.0,5.939665809465511,13.056508484027628,0.0,29.594253776677785,17.824318589177786,0.0,29.013840014972526,25.93336971939339,0.0
95,19.83997119946646,15.099034801409397,0.0,5.9384980322494005,13.05744991717636,0.0,29.595228599648312,17.825458641885398,0.0,29.012408206985373,25.932922588665384,0.0
96,19.8409442307506,15.09789321912148,0.0,5.93733025503329,13.058391350325092,0.0,29.59620342261884,17.82659869459301,0.0,29.01097639899822,25.93247545793738,0.0
97,19.84191726203474,15.096751636833561,0.0,5.936162477817179,13.059332783473824,0.0,29.597178245589365,17.82773874730062,0.0,29.009544591011068,25.932028327209373,0.0
98,19.84289029331888,15.095610054545643,0.0,5.934994700601068,13.060274216622556,0.0,29.598153068559892,17.828878800008233,0.0,29.008112783023915,25.931581196481368,0.0
99,19.84386332460302,15.094468472257725,0.0,5.933826923384958,13.061215649771288,0.0,29.59912789153042,17.830018852715845,0.0,29.006680975036762,25.931134065753362,0.0
100,19.84483635588716,15.093326889969807,0.0,5.932659146168847,13.06215708292002,0.0,29.600102714500945,17.831158905423457,0.0,29.00524916704961,25.930686935025356,0.0
101,19.8458093871713,15.09218530768189,0.0,5.931491368952736,13.063098516068752,0.0,29.601077537471472,17.83229895813107,0.0,29.003817359062456,25.93023980429735,0.0
102,19.84678241845544,15.091043725393972,0.0,5.9303235917366255,13.064039949217484,0.0,29.602052360442,17.83343901083868,0.0,29.002385551075303,25.929792673569345,0.0
103,19.84775544973958,15.089902143106054,0.0,5.929155814520515,13.064981382366216,0.0,29.603027183412525,17.834579063546293,0.0,29.00095374308815,25.92934554284134,0.0
104,19.84872848102372,15.088760560818136,0.0,5.927988037304404,13.065922815514948,0.0,29.604002006383052,17.835719116253905,0.0,28.999521935100997,25.928898412113334,0.0
105,19.84970151230786,15.087618978530218,0.0,5.926820260088293,13.06686424866368,0.0,29.60497682935358,17.836859168961517,0.0,28.998090127113844,25.92845128138533,0.0
106,19.850674543592,15.0864773962423,0.0,5.925652482872183,13.067805681812413,0.0,29.605951652324105,17.83799922166913,0.0,28.99665831912669,25.928004150657323,0.0
107,19.85164757487614,15.085335813954382,0.0,5.924484705656072,13.068747114961145,0.0,29.60692647529463,17.83913927437674,0.0,28.99522651113954,25.927557019929317,0.0
108,19.85262060616028,15.084194231666464,0.0,5.923316928439961,13.069688548109877,0.0,29.60790129826516,17.840279327084353,0.0,28.993794703152385,25.92710988920131,0.0
109,19.85359363744442,15.083052649378546,0.0,5.92214915122385,13.070629981258609,0.0,29.608876121235685,17.841419379791965,0.0,28.992362895165233,25.926662758473306,0.0
110,19.85456666872856,15.081911067090628,0.0,5.92098137400774,13.071571414407341,0.0,29.60985094420621,17.842559432499577,0.0,28.99093108717808,25.9262156277453,0.0
111,19.8555397000127,15.08076948480271,0.0,5.919813596791629,13.072512847556073,0.0,29.61082576717674,17.84369948520719,0.0,28.989499279190927,25.925768497017295,0.0
112,19.85651273129684,15.079627902514792,0.0,5.918645819575518,13.073454280704805,0.0,29.611800590147265,17.8448395379148,0.0,28.988067471203774,25.92532136628929,0.0
113,19.85748576258098,15.078486320226874,0.0,5.9174780423594076,13.074395713853537,0.0,29.61277541311779,17.845979590622413,0.0,28.98663566321662,25.924874235561283,0.0
114,19.85845879386512,15.077344737938956,0.0,5.916310265143297,13.07533714700227,0.0,29.61375023608832,17.847119643330025,0.0,28.985203855229468,25.924427104833278,0.0
115,19.859431825149258,15.076203155651038,0.0,5.915142487927186,13.076278580151001,0.0,29.614725059058845,17.848259696037637,0.0,28.983772047242315,25.923979974105272,0.0
116,19.860404856433398,15.07506157336312,0.0,5.913974710711075,13.077220013299733,0.0,29.61569988202937,17.84939974874525,0.0,28.982340239255162,25.923532843377266,0.0
117,19.861377887717538,15.073919991075202,0.0,5.912806933494965,13.078161446448465,0.0,29.616674704999898,17.85053980145286,0.0,28.98090843126801,25.92308571264926,0.0
118,19.862350919001678,15.072778408787284,0.0,5.911639156278854,13.079102879597198,0.0,29.617649527970425,17.851679854160473,0.0,28.979476623280856,25.922638581921255,0.0
119,19.863323950285817,15.071636826499367,0.0,5.910471379062743,13.08004431274593,0.0,29.61862435094095,17.852819906868085,0.0,28.978044815293703,25.92219145119325,0.0
120,19.864296981569957,15.070495244211449,0.0,5.9093036018466325,13.080985745894662,0.0,29.619599173911478,17.853959959575697,0.0,28.97661300730655,25.921744320465244,0.0
121,19.865270012854097,15.06935366192353,0.0,5.908135824630522,13.081927179043394,0.0,29.620573996882005,17.85510001228331,0.0,28.975181199319398,25.92129718973724,0.0
122,19.866243044138237,15.068212079635613,0.0,5.906968047414411,13.082868612192126,0.0,29.62154881985253,17.85624006499092,0.0,28.973749391332245,25.920850059009233,0.0
123,19.867216075422377,15.067070497347695,0.0,5.9058002701983,13.083810045340858,0.0,29.622523642823058,17.857380117698533,0.0,28.97231758334509,25.920402928281227,0.0
124,19.868189106706517,15.065928915059777,0.0,5.90463249298219,13.08475147848959,0.0,29.623498465793585,17.858520170406145,0.0,28.97088577535794,25.91995579755322,0.0
125,19.869162137990656,15.064787332771859,0.0,5.903464715766079,13.085692911638322,0.0,29.62447328876411,17.859660223113757,0.0,28.969453967370786,25.919508666825216,0.0
126,19.870135169274796,15.063645750483941,0.0,5.902296938549968,13.086634344787054,0.0,29.625448111734638,17.86080027582137,0.0,28.968022159383633,25.91906153609721,0.0
127,19.871108200558936,15.062504168196023,0.0,5.9011291613338575,13.087575777935786,0.0,29.626422934705165,17.86194032852898,0.0,28.96659035139648,25.918614405369205,0.0
128,19.872081231843076,15.061362585908105,0.0,5.899961384117747,13.088517211084518,0.0,29.62739775767569,17.863080381236593,0.0,28.965158543409327,25.9181672746412,0.0
129,19.873054263127216,15.060221003620187,0.0,5.898793606901636,13.08945864423325,0.0,29.628372580646218,17.864220433944205,0.0,28.963726735422174,25.917720143913193,0.0
130,19.874027294411356,15.05907942133227,0.0,5.897625829685525,13.090400077381982,0.0,29.629347403616745,17.865360486651817,0.0,28.96229492743502,25.917273013185188,0.0
131,19.875000325695495,15.057937839044351,0.0,5.896458052469415,13.091341510530714,0.0,29.63032222658727,17.86650053935943,0.0,28.96086311944787,25.916825882457182,0.0
132,19.875973356979635,15.056796256756433,0.0,5.895290275253304,13.092282943679447,0.0,29.631297049557798,17.86764059206704,0.0,28.959431311460715,25.916378751729177,0.0
133,19.876946388263775,15.055654674468515,0.0,5.894122498037193,13.093224376828179,0.0,29.632271872528325,17.868780644774652,0.0,28.957999503473562,25.91593162100117,0.0
134,19.877919419547915,15.054513092180597,0.0,5.892954720821082,13.09416580997691,0.0,29.63324669549885,17.869920697482264,0.0,28.95656769548641,25.915484490273165,0.0
135,19.878892450832055,15.05337150989268,0.0,5.891786943604972,13.095107243125643,0.0,29.634221518469378,17.871060750189876,0.0,28.955135887499257,25.91503735954516,0.0
136,19.879865482116195,15.052229927604762,0.0,5.890619166388861,13.096048676274375,0.0,29.635196341439904,17.87220080289749,0.0,28.953704079512104,25.914590228817154,0.0
137,19.880838513400334,15.051088345316844,0.0,5.88945138917275,13.096990109423107,0.0,29.63617116441043,17.8733408556051,0.0,28.95227227152495,25.91414309808915,0.0
138,19.881811544684474,15.049946763028926,0.0,5.8882836119566395,13.097931542571839,0.0,29.637145987380958,17.874480908312712,0.0,28.950840463537798,25.913695967361143,0.0
139,19.882784575968614,15.048805180741008,0.0,5.887115834740529,13.098872975720571,0.0,29.638120810351484,17.875620961020324,0.0,28.949408655550645,25.913248836633137,0.0
140,19.883757607252754,15.04766359845309,0.0,5.885948057524418,13.099814408869303,0.0,29.63909563332201,17.876761013727936,0.0,28.947976847563492,25.91280170590513,0.0
141,19.884730638536894,15.046522016165172,0.0,5.884780280308307,13.100755842018035,0.0,29.640070456292538,17.877901066435548,0.0,28.94654503957634,25.912354575177126,0.0
142,19.885703669821034,15.045380433877254,0.0,5.883612503092197,13.101697275166767,0.0,29.641045279263064,17.87904111914316,0.0,28.945113231589186,25.91190744444912,0.0
143,19.886676701105173,15.044238851589336,0.0,5.882444725876086,13.1026387083155,0.0,29.64202010223359,17.880181171850772,0.0,28.943681423602033,25.911460313721115,0.0
144,19.887649732389313,15.043097269301418,0.0,5.881276948659975,13.103580141464231,0.0,29.642994925204118,17.881321224558384,0.0,28.94224961561488,25.91101318299311,0.0
145,19.888622763673453,15.0419556870135,0.0,5.8801091714438645,13.104521574612964,0.0,29.643969748174644,17.882461277265996,0.0,28.940817807627727,25.910566052265104,0.0
146,19.889595794957593,15.040814104725582,0.0,5.878941394227754,13.105463007761696,0.0,29.64494457114517,17.883601329973608,0.0,28.939385999640574,25.910118921537098,0.0
147,19.890568826241733,15.039672522437664,0.0,5.877773617011643,13.106404440910428,0.0,29.645919394115698,17.88474138268122,0.0,28.93795419165342,25.909671790809092,0.0
148,19.891541857525873,15.038530940149746,0.0,5.876605839795532,13.10734587405916,0.0,29.646894217086224,17.885881435388832,0.0,28.93652238366627,25.909224660081087,0.0
149,19.892514888810013,15.037389357861828,0.0,5.875438062579422,13.108287307207892,0.0,29.64786904005675,17.887021488096444,0.0,28.935090575679116,25.90877752935308,0.0
150,19.893487920094152,15.03624777557391,0.0,5.874270285363311,13.109228740356624,0.0,29.648843863027277,17.888161540804056,0.0,28.933658767691963,25.908330398625075,0.0
151,19.894460951378292,15.035106193285992,0.0,5.8731025081472,13.110170173505356,0.0,29.649818685997804,17.889301593511668,0.0,28.93222695970481,25.90788326789707,0.0
152,19.895433982662432,15.033964610998074,0.0,5.871934730931089,13.111111606654088,0.0,29.65079350896833,17.89044164621928,0.0,28.930795151717657,25.907436137169064,0.0
153,19.896407013946572,15.032823028710157,0.0,5.870766953714979,13.11205303980282,0.0,29.651768331938857,17.891581698926892,0.0,28.929363343730504,25.90698900644106,0.0
154,19.89738004523071,15.031681446422239,0.0,5.869599176498868,13.112994472951552,0.0,29.652743154909384,17.892721751634504,0.0,28.92793153574335,25.906541875713053,0.0
155,19.89835307651485,15.03053986413432,0.0,5.868431399282757,13.113935906100284,0.0,29.65371797787991,17.893861804342116,0.0,28.926499727756198,25.906094744985047,0.0
156,19.89932610779899,15.029398281846403,0.0,5.8672636220666465,13.114877339249016,0.0,29.654692800850437,17.895001857049728,0.0,28.925067919769045,25.90564761425704,0.0
157,19.90029913908313,15.028256699558485,0.0,5.866095844850536,13.115818772397748,0.0,29.655667623820964,17.89614190975734,0.0,28.923636111781892,25.905200483529036,0.0
158,19.90127217036727,15.027115117270567,0.0,5.864928067634425,13.11676020554648,0.0,29.65664244679149,17.89728196246495,0.0,28.92220430379474,25.90475335280103,0.0
159,19.90224520165141,15.025973534982649,0.0,5.863760290418314,13.117701638695213,0.0,29.657617269762017,17.898422015172564,0.0,28.920772495807586,25.904306222073025,0.0
160,19.90321823293555,15.024831952694731,0.0,5.862592513202204,13.118643071843945,0.0,29.658592092732544,17.899562067880176,0.0,28.919340687820434,25.90385909134502,0.0
161,19.90419126421969,15.023690370406813,0.0,5.861424735986093,13.119584504992677,0.0,29.65956691570307,17.900702120587788,0.0,28.91790887983328,25.903411960617014,0.0
162,19.90516429550383,15.022548788118895,0.0,5.860256958769982,13.120525938141409,0.0,29.660541738673597,17.9018421732954,0.0,28.916477071846128,25.902964829889008,0.0
163,19.90613732678797,15.021407205830977,0.0,5.8590891815538715,13.12146737129014,0.0,29.661516561644124,17.90298222600301,0.0,28.915045263858975,25.902517699161002,0.0
164,19.90711035807211,15.02026562354306,0.0,5.857921404337761,13.122408804438873,0.0,29.66249138461465,17.904122278710624,0.0,28.913613455871822,25.902070568432997,0.0
165,19.90808338935625,15.019124041255141,0.0,5.85675362712165,13.123350237587605,0.0,29.663466207585177,17.905262331418236,0.0,28.91218164788467,25.90162343770499,0.0
166,19.90905642064039,15.017982458967223,0.0,5.855585849905539,13.124291670736337,0.0,29.664441030555704,17.906402384125848,0.0,28.910749839897516,25.901176306976986,0.0
